# vis: 7m.ms
# From plot 0
# x y chan scan field ant1 ant2 ant1name ant2name time freq spw corr obs
# U V None None None None None None None MJD(seconds) GHz None None None
11.2466 -1.10934 0 1 0 0 1 N601@N601 N602@N602 5045031631.763 115.000000000 0 XX 0
9.27822 43.6877 0 1 0 0 2 N601@N601 N604@N604 5045031631.763 115.000000000 0 YY 0
-5.79778 33.1694 0 1 0 0 3 N601@N601 N606@N606 5045031631.763 115.000000000 0 XX 0
6.35468 15.45 0 1 0 0 4 N601@N601 J501@J501 5045031631.763 115.000000000 0 YY 0
12.1391 21.4632 0 1 0 0 5 N601@N601 J502@J502 5045031631.763 115.000000000 0 XX 0
16.7515 29.081 0 1 0 0 6 N601@N601 J506@J506 5045031631.763 115.000000000 0 YY 0
4.98642 24.8771 0 1 0 0 7 N601@N601 J503@J503 5045031631.763 115.000000000 0 XX 0
-4.75879 16.6649 0 1 0 0 8 N601@N601 J504@J504 5045031631.763 115.000000000 0 YY 0
21.6851 16.263 0 1 0 0 9 N601@N601 J505@J505 5045031631.763 115.000000000 0 XX 0
-1.96836 44.7971 0 1 0 1 2 N602@N602 N604@N604 5045031631.763 115.000000000 0 YY 0
-17.0444 34.2787 0 1 0 1 3 N602@N602 N606@N606 5045031631.763 115.000000000 0 XX 0
-4.8919 16.5594 0 1 0 1 4 N602@N602 J501@J501 5045031631.763 115.000000000 0 YY 0
0.892517 22.5726 0 1 0 1 5 N602@N602 J502@J502 5045031631.763 115.000000000 0 XX 0
5.50489 30.1903 0 1 0 1 6 N602@N602 J506@J506 5045031631.763 115.000000000 0 YY 0
-6.26016 25.9865 0 1 0 1 7 N602@N602 J503@J503 5045031631.763 115.000000000 0 XX 0
-16.0054 17.7743 0 1 0 1 8 N602@N602 J504@J504 5045031631.763 115.000000000 0 YY 0
10.4385 17.3723 0 1 0 1 9 N602@N602 J505@J505 5045031631.763 115.000000000 0 XX 0
-15.076 -10.5184 0 1 0 2 3 N604@N604 N606@N606 5045031631.763 115.000000000 0 YY 0
-2.92354 -28.2377 0 1 0 2 4 N604@N604 J501@J501 5045031631.763 115.000000000 0 XX 0
2.86088 -22.2245 0 1 0 2 5 N604@N604 J502@J502 5045031631.763 115.000000000 0 YY 0
7.47326 -14.6067 0 1 0 2 6 N604@N604 J506@J506 5045031631.763 115.000000000 0 XX 0
-4.2918 -18.8106 0 1 0 2 7 N604@N604 J503@J503 5045031631.763 115.000000000 0 YY 0
-14.037 -27.0228 0 1 0 2 8 N604@N604 J504@J504 5045031631.763 115.000000000 0 XX 0
12.4068 -27.4247 0 1 0 2 9 N604@N604 J505@J505 5045031631.763 115.000000000 0 YY 0
12.1525 -17.7194 0 1 0 3 4 N606@N606 J501@J501 5045031631.763 115.000000000 0 XX 0
17.9369 -11.7061 0 1 0 3 5 N606@N606 J502@J502 5045031631.763 115.000000000 0 YY 0
22.5493 -4.08835 0 1 0 3 6 N606@N606 J506@J506 5045031631.763 115.000000000 0 XX 0
10.7842 -8.29223 0 1 0 3 7 N606@N606 J503@J503 5045031631.763 115.000000000 0 YY 0
1.039 -16.5044 0 1 0 3 8 N606@N606 J504@J504 5045031631.763 115.000000000 0 XX 0
27.4828 -16.9064 0 1 0 3 9 N606@N606 J505@J505 5045031631.763 115.000000000 0 YY 0
5.78441 6.01321 0 1 0 4 5 J501@J501 J502@J502 5045031631.763 115.000000000 0 XX 0
10.3968 13.631 0 1 0 4 6 J501@J501 J506@J506 5045031631.763 115.000000000 0 YY 0
-1.36826 9.42712 0 1 0 4 7 J501@J501 J503@J503 5045031631.763 115.000000000 0 XX 0
-11.1135 1.21494 0 1 0 4 8 J501@J501 J504@J504 5045031631.763 115.000000000 0 YY 0
15.3304 0.812982 0 1 0 4 9 J501@J501 J505@J505 5045031631.763 115.000000000 0 XX 0
4.61238 7.61779 0 1 0 5 6 J502@J502 J506@J506 5045031631.763 115.000000000 0 YY 0
-7.15267 3.41391 0 1 0 5 7 J502@J502 J503@J503 5045031631.763 115.000000000 0 XX 0
-16.8979 -4.79827 0 1 0 5 8 J502@J502 J504@J504 5045031631.763 115.000000000 0 YY 0
9.54596 -5.20023 0 1 0 5 9 J502@J502 J505@J505 5045031631.763 115.000000000 0 XX 0
-11.7651 -4.20388 0 1 0 6 7 J506@J506 J503@J503 5045031631.763 115.000000000 0 YY 0
-21.5103 -12.4161 0 1 0 6 8 J506@J506 J504@J504 5045031631.763 115.000000000 0 XX 0
4.93358 -12.818 0 1 0 6 9 J506@J506 J505@J505 5045031631.763 115.000000000 0 YY 0
-9.74521 -8.21218 0 1 0 7 8 J503@J503 J504@J504 5045031631.763 115.000000000 0 XX 0
16.6986 -8.61414 0 1 0 7 9 J503@J503 J505@J505 5045031631.763 115.000000000 0 YY 0
26.4438 -0.401955 0 1 0 8 9 J504@J504 J505@J505 5045031631.763 115.000000000 0 XX 0
11.2569 -1.12047 0 2 1 0 1 N601@N601 N602@N602 5045031661.763 115.000000000 0 XX 0
9.32681 43.6785 0 2 1 0 2 N601@N601 N604@N604 5045031661.763 115.000000000 0 YY 0
-5.77386 33.1751 0 2 1 0 3 N601@N601 N606@N606 5045031661.763 115.000000000 0 XX 0
6.37496 15.4437 0 2 1 0 4 N601@N601 J501@J501 5045031661.763 115.000000000 0 YY 0
12.1706 21.4512 0 2 1 0 5 N601@N601 J502@J502 5045031661.763 115.000000000 0 XX 0
16.7945 29.0644 0 2 1 0 6 N601@N601 J506@J506 5045031661.763 115.000000000 0 YY 0
5.0138 24.8722 0 2 1 0 7 N601@N601 J503@J503 5045031661.763 115.000000000 0 XX 0
-4.74863 16.6696 0 2 1 0 8 N601@N601 J504@J504 5045031661.763 115.000000000 0 YY 0
21.7215 16.2415 0 2 1 0 9 N601@N601 J505@J505 5045031661.763 115.000000000 0 XX 0
-1.9301 44.799 0 2 1 1 2 N602@N602 N604@N604 5045031661.763 115.000000000 0 YY 0
-17.0308 34.2956 0 2 1 1 3 N602@N602 N606@N606 5045031661.763 115.000000000 0 XX 0
-4.88195 16.5642 0 2 1 1 4 N602@N602 J501@J501 5045031661.763 115.000000000 0 YY 0
0.913705 22.5717 0 2 1 1 5 N602@N602 J502@J502 5045031661.763 115.000000000 0 XX 0
5.53757 30.1849 0 2 1 1 6 N602@N602 J506@J506 5045031661.763 115.000000000 0 YY 0
-6.24311 25.9927 0 2 1 1 7 N602@N602 J503@J503 5045031661.763 115.000000000 0 XX 0
-16.0055 17.7901 0 2 1 1 8 N602@N602 J504@J504 5045031661.763 115.000000000 0 YY 0
10.4646 17.362 0 2 1 1 9 N602@N602 J505@J505 5045031661.763 115.000000000 0 XX 0
-15.1007 -10.5034 0 2 1 2 3 N604@N604 N606@N606 5045031661.763 115.000000000 0 YY 0
-2.95186 -28.2348 0 2 1 2 4 N604@N604 J501@J501 5045031661.763 115.000000000 0 XX 0
2.8438 -22.2273 0 2 1 2 5 N604@N604 J502@J502 5045031661.763 115.000000000 0 YY 0
7.46767 -14.6141 0 2 1 2 6 N604@N604 J506@J506 5045031661.763 115.000000000 0 XX 0
-4.31302 -18.8063 0 2 1 2 7 N604@N604 J503@J503 5045031661.763 115.000000000 0 YY 0
-14.0754 -27.0089 0 2 1 2 8 N604@N604 J504@J504 5045031661.763 115.000000000 0 XX 0
12.3947 -27.437 0 2 1 2 9 N604@N604 J505@J505 5045031661.763 115.000000000 0 YY 0
12.1488 -17.7314 0 2 1 3 4 N606@N606 J501@J501 5045031661.763 115.000000000 0 XX 0
17.9445 -11.7239 0 2 1 3 5 N606@N606 J502@J502 5045031661.763 115.000000000 0 YY 0
22.5683 -4.11066 0 2 1 3 6 N606@N606 J506@J506 5045031661.763 115.000000000 0 XX 0
10.7877 -8.3029 0 2 1 3 7 N606@N606 J503@J503 5045031661.763 115.000000000 0 YY 0
1.02522 -16.5054 0 2 1 3 8 N606@N606 J504@J504 5045031661.763 115.000000000 0 XX 0
27.4954 -16.9336 0 2 1 3 9 N606@N606 J505@J505 5045031661.763 115.000000000 0 YY 0
5.79566 6.00748 0 2 1 4 5 J501@J501 J502@J502 5045031661.763 115.000000000 0 XX 0
10.4195 13.6207 0 2 1 4 6 J501@J501 J506@J506 5045031661.763 115.000000000 0 YY 0
-1.36116 9.42847 0 2 1 4 7 J501@J501 J503@J503 5045031661.763 115.000000000 0 XX 0
-11.1236 1.22593 0 2 1 4 8 J501@J501 J504@J504 5045031661.763 115.000000000 0 YY 0
15.3466 0.797813 0 2 1 4 9 J501@J501 J505@J505 5045031661.763 115.000000000 0 XX 0
4.62387 7.61322 0 2 1 5 6 J502@J502 J506@J506 5045031661.763 115.000000000 0 YY 0
-7.15682 3.42099 0 2 1 5 7 J502@J502 J503@J503 5045031661.763 115.000000000 0 XX 0
-16.9192 -4.78155 0 2 1 5 8 J502@J502 J504@J504 5045031661.763 115.000000000 0 YY 0
9.55092 -5.20967 0 2 1 5 9 J502@J502 J505@J505 5045031661.763 115.000000000 0 XX 0
-11.7807 -4.19224 0 2 1 6 7 J506@J506 J503@J503 5045031661.763 115.000000000 0 YY 0
-21.5431 -12.3948 0 2 1 6 8 J506@J506 J504@J504 5045031661.763 115.000000000 0 XX 0
4.92705 -12.8229 0 2 1 6 9 J506@J506 J505@J505 5045031661.763 115.000000000 0 YY 0
-9.76243 -8.20253 0 2 1 7 8 J503@J503 J504@J504 5045031661.763 115.000000000 0 XX 0
16.7077 -8.63065 0 2 1 7 9 J503@J503 J505@J505 5045031661.763 115.000000000 0 YY 0
26.4702 -0.42812 0 2 1 8 9 J504@J504 J505@J505 5045031661.763 115.000000000 0 XX 0
11.2672 -1.13161 0 3 2 0 1 N601@N601 N602@N602 5045031691.763 115.000000000 0 XX 0
9.37537 43.6693 0 3 2 0 2 N601@N601 N604@N604 5045031691.763 115.000000000 0 YY 0
-5.74991 33.1808 0 3 2 0 3 N601@N601 N606@N606 5045031691.763 115.000000000 0 XX 0
6.39521 15.4374 0 3 2 0 4 N601@N601 J501@J501 5045031691.763 115.000000000 0 YY 0
12.2021 21.4391 0 3 2 0 5 N601@N601 J502@J502 5045031691.763 115.000000000 0 XX 0
16.8374 29.0478 0 3 2 0 6 N601@N601 J506@J506 5045031691.763 115.000000000 0 YY 0
5.04115 24.8672 0 3 2 0 7 N601@N601 J503@J503 5045031691.763 115.000000000 0 XX 0
-4.73846 16.6743 0 3 2 0 8 N601@N601 J504@J504 5045031691.763 115.000000000 0 YY 0
21.7579 16.22 0 3 2 0 9 N601@N601 J505@J505 5045031691.763 115.000000000 0 XX 0
-1.89182 44.8009 0 3 2 1 2 N602@N602 N604@N604 5045031691.763 115.000000000 0 YY 0
-17.0171 34.3124 0 3 2 1 3 N602@N602 N606@N606 5045031691.763 115.000000000 0 XX 0
-4.87199 16.569 0 3 2 1 4 N602@N602 J501@J501 5045031691.763 115.000000000 0 YY 0
0.934889 22.5708 0 3 2 1 5 N602@N602 J502@J502 5045031691.763 115.000000000 0 XX 0
5.57023 30.1794 0 3 2 1 6 N602@N602 J506@J506 5045031691.763 115.000000000 0 YY 0
-6.22604 25.9988 0 3 2 1 7 N602@N602 J503@J503 5045031691.763 115.000000000 0 XX 0
-16.0057 17.8059 0 3 2 1 8 N602@N602 J504@J504 5045031691.763 115.000000000 0 YY 0
10.4907 17.3516 0 3 2 1 9 N602@N602 J505@J505 5045031691.763 115.000000000 0 XX 0
-15.1253 -10.4885 0 3 2 2 3 N604@N604 N606@N606 5045031691.763 115.000000000 0 YY 0
-2.98016 -28.2319 0 3 2 2 4 N604@N604 J501@J501 5045031691.763 115.000000000 0 XX 0
2.82671 -22.2301 0 3 2 2 5 N604@N604 J502@J502 5045031691.763 115.000000000 0 YY 0
7.46206 -14.6215 0 3 2 2 6 N604@N604 J506@J506 5045031691.763 115.000000000 0 XX 0
-4.33422 -18.8021 0 3 2 2 7 N604@N604 J503@J503 5045031691.763 115.000000000 0 YY 0
-14.1138 -26.9949 0 3 2 2 8 N604@N604 J504@J504 5045031691.763 115.000000000 0 XX 0
12.3826 -27.4492 0 3 2 2 9 N604@N604 J505@J505 5045031691.763 115.000000000 0 YY 0
12.1451 -17.7434 0 3 2 3 4 N606@N606 J501@J501 5045031691.763 115.000000000 0 XX 0
17.952 -11.7416 0 3 2 3 5 N606@N606 J502@J502 5045031691.763 115.000000000 0 YY 0
22.5873 -4.13299 0 3 2 3 6 N606@N606 J506@J506 5045031691.763 115.000000000 0 XX 0
10.7911 -8.31357 0 3 2 3 7 N606@N606 J503@J503 5045031691.763 115.000000000 0 YY 0
1.01145 -16.5064 0 3 2 3 8 N606@N606 J504@J504 5045031691.763 115.000000000 0 XX 0
27.5078 -16.9608 0 3 2 3 9 N606@N606 J505@J505 5045031691.763 115.000000000 0 YY 0
5.80688 6.00174 0 3 2 4 5 J501@J501 J502@J502 5045031691.763 115.000000000 0 XX 0
10.4422 13.6104 0 3 2 4 6 J501@J501 J506@J506 5045031691.763 115.000000000 0 YY 0
-1.35406 9.42981 0 3 2 4 7 J501@J501 J503@J503 5045031691.763 115.000000000 0 XX 0
-11.1337 1.23694 0 3 2 4 8 J501@J501 J504@J504 5045031691.763 115.000000000 0 YY 0
15.3627 0.782628 0 3 2 4 9 J501@J501 J505@J505 5045031691.763 115.000000000 0 XX 0
4.63535 7.60865 0 3 2 5 6 J502@J502 J506@J506 5045031691.763 115.000000000 0 YY 0
-7.16093 3.42806 0 3 2 5 7 J502@J502 J503@J503 5045031691.763 115.000000000 0 XX 0
-16.9405 -4.76481 0 3 2 5 8 J502@J502 J504@J504 5045031691.763 115.000000000 0 YY 0
9.55584 -5.21912 0 3 2 5 9 J502@J502 J505@J505 5045031691.763 115.000000000 0 XX 0
-11.7963 -4.18058 0 3 2 6 7 J506@J506 J503@J503 5045031691.763 115.000000000 0 YY 0
-21.5759 -12.3735 0 3 2 6 8 J506@J506 J504@J504 5045031691.763 115.000000000 0 XX 0
4.92049 -12.8278 0 3 2 6 9 J506@J506 J505@J505 5045031691.763 115.000000000 0 YY 0
-9.77961 -8.19287 0 3 2 7 8 J503@J503 J504@J504 5045031691.763 115.000000000 0 XX 0
16.7168 -8.64718 0 3 2 7 9 J503@J503 J505@J505 5045031691.763 115.000000000 0 YY 0
26.4964 -0.45431 0 3 2 8 9 J504@J504 J505@J505 5045031691.763 115.000000000 0 XX 0
11.2774 -1.14276 0 4 3 0 1 N601@N601 N602@N602 5045031721.763 115.000000000 0 XX 0
9.42389 43.66 0 4 3 0 2 N601@N601 N604@N604 5045031721.763 115.000000000 0 YY 0
-5.72594 33.1865 0 4 3 0 3 N601@N601 N606@N606 5045031721.763 115.000000000 0 XX 0
6.41543 15.4311 0 4 3 0 4 N601@N601 J501@J501 5045031721.763 115.000000000 0 YY 0
12.2335 21.4271 0 4 3 0 5 N601@N601 J502@J502 5045031721.763 115.000000000 0 XX 0
16.8803 29.0311 0 4 3 0 6 N601@N601 J506@J506 5045031721.763 115.000000000 0 YY 0
5.06849 24.8622 0 4 3 0 7 N601@N601 J503@J503 5045031721.763 115.000000000 0 XX 0
-4.72827 16.679 0 4 3 0 8 N601@N601 J504@J504 5045031721.763 115.000000000 0 YY 0
21.7942 16.1985 0 4 3 0 9 N601@N601 J505@J505 5045031721.763 115.000000000 0 XX 0
-1.85354 44.8027 0 4 3 1 2 N602@N602 N604@N604 5045031721.763 115.000000000 0 YY 0
-17.0034 34.3292 0 4 3 1 3 N602@N602 N606@N606 5045031721.763 115.000000000 0 XX 0
-4.86201 16.5738 0 4 3 1 4 N602@N602 J501@J501 5045031721.763 115.000000000 0 YY 0
0.95607 22.5698 0 4 3 1 5 N602@N602 J502@J502 5045031721.763 115.000000000 0 XX 0
5.60287 30.1739 0 4 3 1 6 N602@N602 J506@J506 5045031721.763 115.000000000 0 YY 0
-6.20895 26.005 0 4 3 1 7 N602@N602 J503@J503 5045031721.763 115.000000000 0 XX 0
-16.0057 17.8218 0 4 3 1 8 N602@N602 J504@J504 5045031721.763 115.000000000 0 YY 0
10.5168 17.3412 0 4 3 1 9 N602@N602 J505@J505 5045031721.763 115.000000000 0 XX 0
-15.1498 -10.4735 0 4 3 2 3 N604@N604 N606@N606 5045031721.763 115.000000000 0 YY 0
-3.00846 -28.2289 0 4 3 2 4 N604@N604 J501@J501 5045031721.763 115.000000000 0 XX 0
2.80961 -22.2329 0 4 3 2 5 N604@N604 J502@J502 5045031721.763 115.000000000 0 YY 0
7.45642 -14.6289 0 4 3 2 6 N604@N604 J506@J506 5045031721.763 115.000000000 0 XX 0
-4.35541 -18.7978 0 4 3 2 7 N604@N604 J503@J503 5045031721.763 115.000000000 0 YY 0
-14.1522 -26.981 0 4 3 2 8 N604@N604 J504@J504 5045031721.763 115.000000000 0 XX 0
12.3703 -27.4615 0 4 3 2 9 N604@N604 J505@J505 5045031721.763 115.000000000 0 YY 0
12.1414 -17.7554 0 4 3 3 4 N606@N606 J501@J501 5045031721.763 115.000000000 0 XX 0
17.9594 -11.7594 0 4 3 3 5 N606@N606 J502@J502 5045031721.763 115.000000000 0 YY 0
22.6062 -4.15534 0 4 3 3 6 N606@N606 J506@J506 5045031721.763 115.000000000 0 XX 0
10.7944 -8.32424 0 4 3 3 7 N606@N606 J503@J503 5045031721.763 115.000000000 0 YY 0
0.997668 -16.5074 0 4 3 3 8 N606@N606 J504@J504 5045031721.763 115.000000000 0 XX 0
27.5202 -16.988 0 4 3 3 9 N606@N606 J505@J505 5045031721.763 115.000000000 0 YY 0
5.81808 5.996 0 4 3 4 5 J501@J501 J502@J502 5045031721.763 115.000000000 0 XX 0
10.4649 13.6001 0 4 3 4 6 J501@J501 J506@J506 5045031721.763 115.000000000 0 YY 0
-1.34694 9.43115 0 4 3 4 7 J501@J501 J503@J503 5045031721.763 115.000000000 0 XX 0
-11.1437 1.24795 0 4 3 4 8 J501@J501 J504@J504 5045031721.763 115.000000000 0 YY 0
15.3788 0.767427 0 4 3 4 9 J501@J501 J505@J505 5045031721.763 115.000000000 0 XX 0
4.6468 7.60406 0 4 3 5 6 J502@J502 J506@J506 5045031721.763 115.000000000 0 YY 0
-7.16502 3.43515 0 4 3 5 7 J502@J502 J503@J503 5045031721.763 115.000000000 0 XX 0
-16.9618 -4.74804 0 4 3 5 8 J502@J502 J504@J504 5045031721.763 115.000000000 0 YY 0
9.56072 -5.22857 0 4 3 5 9 J502@J502 J505@J505 5045031721.763 115.000000000 0 XX 0
-11.8118 -4.16891 0 4 3 6 7 J506@J506 J503@J503 5045031721.763 115.000000000 0 YY 0
-21.6086 -12.3521 0 4 3 6 8 J506@J506 J504@J504 5045031721.763 115.000000000 0 XX 0
4.91392 -12.8326 0 4 3 6 9 J506@J506 J505@J505 5045031721.763 115.000000000 0 YY 0
-9.79676 -8.18319 0 4 3 7 8 J503@J503 J504@J504 5045031721.763 115.000000000 0 XX 0
16.7257 -8.66372 0 4 3 7 9 J503@J503 J505@J505 5045031721.763 115.000000000 0 YY 0
26.5225 -0.480527 0 4 3 8 9 J504@J504 J505@J505 5045031721.763 115.000000000 0 XX 0
11.2926 -1.1583 0 5 4 0 1 N601@N601 N602@N602 5045031751.763 115.000000000 0 XX 0
9.49607 43.6465 0 5 4 0 2 N601@N601 N604@N604 5045031751.763 115.000000000 0 YY 0
-5.69023 33.194 0 5 4 0 3 N601@N601 N606@N606 5045031751.763 115.000000000 0 XX 0
6.4455 15.4221 0 5 4 0 4 N601@N601 J501@J501 5045031751.763 115.000000000 0 YY 0
12.2802 21.41 0 5 4 0 5 N601@N601 J502@J502 5045031751.763 115.000000000 0 XX 0
16.9441 29.0075 0 5 4 0 6 N601@N601 J506@J506 5045031751.763 115.000000000 0 YY 0
5.10915 24.855 0 5 4 0 7 N601@N601 J503@J503 5045031751.763 115.000000000 0 XX 0
-4.71308 16.6854 0 5 4 0 8 N601@N601 J504@J504 5045031751.763 115.000000000 0 YY 0
21.8482 16.1683 0 5 4 0 9 N601@N601 J505@J505 5045031751.763 115.000000000 0 XX 0
-1.79656 44.8048 0 5 4 1 2 N602@N602 N604@N604 5045031751.763 115.000000000 0 YY 0
-16.9829 34.3523 0 5 4 1 3 N602@N602 N606@N606 5045031751.763 115.000000000 0 XX 0
-4.84713 16.5804 0 5 4 1 4 N602@N602 J501@J501 5045031751.763 115.000000000 0 YY 0
0.987592 22.5683 0 5 4 1 5 N602@N602 J502@J502 5045031751.763 115.000000000 0 XX 0
5.65143 30.1658 0 5 4 1 6 N602@N602 J506@J506 5045031751.763 115.000000000 0 YY 0
-6.18348 26.0133 0 5 4 1 7 N602@N602 J503@J503 5045031751.763 115.000000000 0 XX 0
-16.0057 17.8437 0 5 4 1 8 N602@N602 J504@J504 5045031751.763 115.000000000 0 YY 0
10.5555 17.3266 0 5 4 1 9 N602@N602 J505@J505 5045031751.763 115.000000000 0 XX 0
-15.1863 -10.4525 0 5 4 2 3 N604@N604 N606@N606 5045031751.763 115.000000000 0 YY 0
-3.05057 -28.2245 0 5 4 2 4 N604@N604 J501@J501 5045031751.763 115.000000000 0 XX 0
2.78415 -22.2366 0 5 4 2 5 N604@N604 J502@J502 5045031751.763 115.000000000 0 YY 0
7.44798 -14.639 0 5 4 2 6 N604@N604 J506@J506 5045031751.763 115.000000000 0 XX 0
-4.38692 -18.7916 0 5 4 2 7 N604@N604 J503@J503 5045031751.763 115.000000000 0 YY 0
-14.2092 -26.9612 0 5 4 2 8 N604@N604 J504@J504 5045031751.763 115.000000000 0 XX 0
12.3521 -27.4783 0 5 4 2 9 N604@N604 J505@J505 5045031751.763 115.000000000 0 YY 0
12.1357 -17.772 0 5 4 3 4 N606@N606 J501@J501 5045031751.763 115.000000000 0 XX 0
17.9705 -11.784 0 5 4 3 5 N606@N606 J502@J502 5045031751.763 115.000000000 0 YY 0
22.6343 -4.18648 0 5 4 3 6 N606@N606 J506@J506 5045031751.763 115.000000000 0 XX 0
10.7994 -8.33905 0 5 4 3 7 N606@N606 J503@J503 5045031751.763 115.000000000 0 YY 0
0.977152 -16.5086 0 5 4 3 8 N606@N606 J504@J504 5045031751.763 115.000000000 0 XX 0
27.5384 -17.0258 0 5 4 3 9 N606@N606 J505@J505 5045031751.763 115.000000000 0 YY 0
5.83472 5.98791 0 5 4 4 5 J501@J501 J502@J502 5045031751.763 115.000000000 0 XX 0
10.4986 13.5855 0 5 4 4 6 J501@J501 J506@J506 5045031751.763 115.000000000 0 YY 0
-1.33635 9.43291 0 5 4 4 7 J501@J501 J503@J503 5045031751.763 115.000000000 0 XX 0
-11.1586 1.26331 0 5 4 4 8 J501@J501 J504@J504 5045031751.763 115.000000000 0 YY 0
15.4027 0.746207 0 5 4 4 9 J501@J501 J505@J505 5045031751.763 115.000000000 0 XX 0
4.66383 7.59757 0 5 4 5 6 J502@J502 J506@J506 5045031751.763 115.000000000 0 YY 0
-7.17107 3.445 0 5 4 5 7 J502@J502 J503@J503 5045031751.763 115.000000000 0 XX 0
-16.9933 -4.7246 0 5 4 5 8 J502@J502 J504@J504 5045031751.763 115.000000000 0 YY 0
9.56795 -5.24171 0 5 4 5 9 J502@J502 J505@J505 5045031751.763 115.000000000 0 XX 0
-11.8349 -4.15257 0 5 4 6 7 J506@J506 J503@J503 5045031751.763 115.000000000 0 YY 0
-21.6571 -12.3222 0 5 4 6 8 J506@J506 J504@J504 5045031751.763 115.000000000 0 XX 0
4.90411 -12.8393 0 5 4 6 9 J506@J506 J505@J505 5045031751.763 115.000000000 0 YY 0
-9.82223 -8.1696 0 5 4 7 8 J503@J503 J504@J504 5045031751.763 115.000000000 0 XX 0
16.739 -8.6867 0 5 4 7 9 J503@J503 J505@J505 5045031751.763 115.000000000 0 YY 0
26.5612 -0.517106 0 5 4 8 9 J504@J504 J505@J505 5045031751.763 115.000000000 0 XX 0
11.3028 -1.16948 0 6 5 0 1 N601@N601 N602@N602 5045031781.763 115.000000000 0 XX 0
9.5445 43.6371 0 6 5 0 2 N601@N601 N604@N604 5045031781.763 115.000000000 0 YY 0
-5.66621 33.1996 0 6 5 0 3 N601@N601 N606@N606 5045031781.763 115.000000000 0 XX 0
6.46567 15.4157 0 6 5 0 4 N601@N601 J501@J501 5045031781.763 115.000000000 0 YY 0
12.3115 21.3978 0 6 5 0 5 N601@N601 J502@J502 5045031781.763 115.000000000 0 XX 0
16.9868 28.9908 0 6 5 0 6 N601@N601 J506@J506 5045031781.763 115.000000000 0 YY 0
5.13644 24.8499 0 6 5 0 7 N601@N601 J503@J503 5045031781.763 115.000000000 0 XX 0
-4.70284 16.69 0 6 5 0 8 N601@N601 J504@J504 5045031781.763 115.000000000 0 YY 0
21.8843 16.1466 0 6 5 0 9 N601@N601 J505@J505 5045031781.763 115.000000000 0 XX 0
-1.75826 44.8066 0 6 5 1 2 N602@N602 N604@N604 5045031781.763 115.000000000 0 YY 0
-16.969 34.3691 0 6 5 1 3 N602@N602 N606@N606 5045031781.763 115.000000000 0 XX 0
-4.8371 16.5852 0 6 5 1 4 N602@N602 J501@J501 5045031781.763 115.000000000 0 YY 0
1.00876 22.5673 0 6 5 1 5 N602@N602 J502@J502 5045031781.763 115.000000000 0 XX 0
5.68401 30.1602 0 6 5 1 6 N602@N602 J506@J506 5045031781.763 115.000000000 0 YY 0
-6.16633 26.0194 0 6 5 1 7 N602@N602 J503@J503 5045031781.763 115.000000000 0 XX 0
-16.0056 17.8595 0 6 5 1 8 N602@N602 J504@J504 5045031781.763 115.000000000 0 YY 0
10.5815 17.3161 0 6 5 1 9 N602@N602 J505@J505 5045031781.763 115.000000000 0 XX 0
-15.2107 -10.4375 0 6 5 2 3 N604@N604 N606@N606 5045031781.763 115.000000000 0 YY 0
-3.07884 -28.2214 0 6 5 2 4 N604@N604 J501@J501 5045031781.763 115.000000000 0 XX 0
2.76702 -22.2393 0 6 5 2 5 N604@N604 J502@J502 5045031781.763 115.000000000 0 YY 0
7.44227 -14.6464 0 6 5 2 6 N604@N604 J506@J506 5045031781.763 115.000000000 0 XX 0
-4.40807 -18.7872 0 6 5 2 7 N604@N604 J503@J503 5045031781.763 115.000000000 0 YY 0
-14.2473 -26.9471 0 6 5 2 8 N604@N604 J504@J504 5045031781.763 115.000000000 0 XX 0
12.3398 -27.4905 0 6 5 2 9 N604@N604 J505@J505 5045031781.763 115.000000000 0 YY 0
12.1319 -17.784 0 6 5 3 4 N606@N606 J501@J501 5045031781.763 115.000000000 0 XX 0
17.9777 -11.8018 0 6 5 3 5 N606@N606 J502@J502 5045031781.763 115.000000000 0 YY 0
22.653 -4.20888 0 6 5 3 6 N606@N606 J506@J506 5045031781.763 115.000000000 0 XX 0
10.8026 -8.34973 0 6 5 3 7 N606@N606 J503@J503 5045031781.763 115.000000000 0 YY 0
0.963362 -16.5096 0 6 5 3 8 N606@N606 J504@J504 5045031781.763 115.000000000 0 XX 0
27.5505 -17.053 0 6 5 3 9 N606@N606 J505@J505 5045031781.763 115.000000000 0 YY 0
5.84586 5.98214 0 6 5 4 5 J501@J501 J502@J502 5045031781.763 115.000000000 0 XX 0
10.5211 13.5751 0 6 5 4 6 J501@J501 J506@J506 5045031781.763 115.000000000 0 YY 0
-1.32923 9.43423 0 6 5 4 7 J501@J501 J503@J503 5045031781.763 115.000000000 0 XX 0
-11.1685 1.27436 0 6 5 4 8 J501@J501 J504@J504 5045031781.763 115.000000000 0 YY 0
15.4186 0.730963 0 6 5 4 9 J501@J501 J505@J505 5045031781.763 115.000000000 0 XX 0
4.67524 7.59295 0 6 5 5 6 J502@J502 J506@J506 5045031781.763 115.000000000 0 YY 0
-7.17509 3.45209 0 6 5 5 7 J502@J502 J503@J503 5045031781.763 115.000000000 0 XX 0
-17.0144 -4.70778 0 6 5 5 8 J502@J502 J504@J504 5045031781.763 115.000000000 0 YY 0
